image_filename,label_id,x,y,w,h,confidence
2009070322.jpg,6,248,242,45,23,0.99
2009070322.jpg,6,111,74,154,100,0.99
2009070322.jpg,6,-7,154,105,125,0.99
2009070322.jpg,6,285,182,69,33,0.99
2009070322.jpg,6,0,151,62,110,0.99
2009070322.jpg,6,22,169,66,92,0.99
2009070340.jpg,4,166,150,99,55,0.99
2009070340.jpg,5,10,61,80,43,0.99
2009070340.jpg,6,526,267,95,73,0.99
2009070340.jpg,6,557,250,112,95,0.99
2009070354.jpg,3,133,88,76,58,0.99
2009070354.jpg,3,134,105,75,65,0.99
2009070354.jpg,4,-3,121,143,148,0.99
2009070354.jpg,5,192,160,72,86,0.99
2009070354.jpg,5,139,128,69,66,0.99
2009070354.jpg,5,151,0,58,21,0.99
2009070354.jpg,5,154,20,58,70,0.99
2009070354.jpg,5,-4,115,145,167,0.99
2009070354.jpg,6,208,18,29,30,0.99
2009070357.jpg,4,104,287,68,62,0.99
2009070358.jpg,3,62,91,108,83,0.99
2009070358.jpg,7,264,85,38,27,0.99
2009070361.jpg,5,167,91,77,79,0.99
2009070361.jpg,5,3,112,51,69,0.99
2009070361.jpg,8,42,38,212,164,0.99
2009070366.jpg,4,166,150,99,55,0.99
2009070366.jpg,5,10,61,80,43,0.99
2009070366.jpg,6,526,267,95,73,0.99
2009070366.jpg,6,557,250,112,95,0.99
2009070375.jpg,2,450,226,236,324,0.99
2009070375.jpg,3,12,317,293,269,0.99
2009070375.jpg,3,450,252,220,320,0.99
2009070375.jpg,5,539,536,95,65,0.99
2009070382.jpg,3,266,141,107,143,0.99
2009070386.jpg,2,67,158,43,48,0.99
2009070386.jpg,2,129,252,46,38,0.99
2009070386.jpg,3,303,45,45,24,0.99
2009070386.jpg,3,130,250,46,33,0.99
2009070386.jpg,3,129,257,51,40,0.99
2009070386.jpg,4,236,129,46,18,0.99
2009070386.jpg,4,257,113,47,33,0.99
2009070386.jpg,4,302,46,46,25,0.99
2009070386.jpg,4,246,119,47,23,0.99
2009070386.jpg,4,246,128,28,27,0.99
2009070386.jpg,4,58,201,48,43,0.99
2009070386.jpg,4,272,85,54,39,0.99
2009070386.jpg,4,254,73,67,55,0.99
2009070386.jpg,5,173,224,70,64,0.99
2009070386.jpg,5,327,84,55,81,0.99
2009070386.jpg,5,127,146,47,61,0.99
2009070386.jpg,5,360,103,42,65,0.99
2009070386.jpg,5,69,156,41,50,0.99
2009070386.jpg,5,1,208,58,50,0.99
2009070386.jpg,5,278,157,47,51,0.99
2009070386.jpg,5,129,252,46,38,0.99
2009070386.jpg,5,54,199,56,46,0.99
2009070386.jpg,5,272,85,54,39,0.99
2009070386.jpg,5,231,180,65,85,0.99
2009070386.jpg,6,223,56,43,33,0.99
2009070386.jpg,6,70,107,60,49,0.99
2009070386.jpg,6,245,183,33,37,0.99
2009070386.jpg,6,4,238,116,69,0.99
2009070386.jpg,7,321,78,58,21,0.99
2009070386.jpg,7,134,247,40,34,0.99
2009070386.jpg,13,300,-2,96,78,0.99
2009070387.jpg,5,167,91,77,79,0.99
2009070387.jpg,5,3,112,51,69,0.99
2009070387.jpg,8,42,38,212,164,0.99
200907039.jpg,4,91,72,44,27,0.99
200907039.jpg,6,263,135,47,35,0.99
200907039.jpg,6,278,126,57,48,0.99
200907039.jpg,6,261,150,56,24,0.99
200907039.jpg,6,81,123,55,52,0.99
2009070394.jpg,3,62,91,108,83,0.99
2009070394.jpg,7,264,85,38,27,0.99
20090706.jpg,3,203,382,55,44,0.99
20090706.jpg,3,388,400,83,66,0.99
20090706.jpg,4,395,400,78,64,0.99
20090706.jpg,5,427,413,110,155,0.99
200907072.jpg,5,207,100,61,42,0.99
200907072.jpg,13,207,100,61,42,0.99
200907073.jpg,4,62,118,35,34,0.99
200907073.jpg,5,121,142,35,43,0.99
200907073.jpg,6,63,119,33,31,0.99
200907075.jpg,3,7,35,357,265,0.99
200907075.jpg,6,294,10,56,40,0.99
200907075.jpg,9,27,42,334,252,0.99
200907081.jpg,5,72,22,341,277,0.99
200907081.jpg,13,129,11,271,286,0.99
200907082.jpg,3,325,126,51,26,0.99
200907082.jpg,5,337,3,46,39,0.99
200907082.jpg,6,316,43,66,87,0.99
200907083.jpg,6,35,70,364,234,0.99
200907084.jpg,3,71,62,213,135,0.99
200907085.jpg,9,96,65,50,54,0.99
200907091.jpg,5,5,0,390,270,0.99
200907093.jpg,5,139,75,121,218,0.99
200907143.jpg,3,370,171,29,28,0.99
200907143.jpg,9,160,111,130,42,0.99
200907143.jpg,9,107,259,58,36,0.99
200907143.jpg,9,66,170,50,17,0.99
200907143.jpg,9,67,222,51,19,0.99
200907143.jpg,9,243,191,135,43,0.99
200907143.jpg,9,66,152,47,19,0.99
200907143.jpg,9,69,207,45,18,0.99
200907143.jpg,9,105,125,56,39,0.99
200907143.jpg,9,67,192,50,15,0.99
200907143.jpg,9,110,195,52,25,0.99
200907143.jpg,9,66,186,50,16,0.99
200907143.jpg,9,109,173,57,26,0.99
200907143.jpg,9,68,240,51,18,0.99
200907143.jpg,9,156,192,88,40,0.99
200907143.jpg,9,161,205,80,42,0.99
200907143.jpg,9,108,161,56,21,0.99
200907143.jpg,9,110,245,57,37,0.99
200907143.jpg,9,107,213,59,25,0.99
200907143.jpg,9,162,245,84,46,0.99
200907143.jpg,9,71,255,47,18,0.99
200907143.jpg,9,243,251,137,45,0.99
200907143.jpg,9,15,200,35,18,0.99
200907143.jpg,9,66,140,45,15,0.99
200907143.jpg,9,165,149,118,33,0.99
200907143.jpg,9,68,159,46,18,0.99
200907143.jpg,9,10,183,34,18,0.99
200907143.jpg,9,68,145,42,21,0.99
200907143.jpg,9,15,215,37,19,0.99
200907143.jpg,9,166,163,110,36,0.99
200907143.jpg,9,108,238,56,27,0.99
200907143.jpg,9,72,264,44,14,0.99
200907143.jpg,9,68,203,46,16,0.99
200907143.jpg,9,244,217,137,53,0.99
200907143.jpg,9,52,105,65,18,0.99
200907143.jpg,9,69,215,47,20,0.99
200907143.jpg,9,164,131,121,37,0.99
200907143.jpg,9,68,230,47,19,0.99
200907143.jpg,9,56,121,55,17,0.99
200907143.jpg,9,160,219,88,48,0.99
200907143.jpg,9,62,176,54,17,0.99
200907143.jpg,9,113,105,59,16,0.99
200907143.jpg,9,164,176,98,39,0.99
200907143.jpg,9,68,278,52,17,0.99
200907143.jpg,9,102,121,64,26,0.99
200907143.jpg,9,161,151,80,21,0.99
200907143.jpg,9,29,211,43,25,0.99
200907143.jpg,9,59,130,51,14,0.99
200907143.jpg,9,70,273,50,16,0.99
200907143.jpg,9,71,245,48,21,0.99
200907143.jpg,9,41,235,45,24,0.99
200907143.jpg,9,18,209,36,19,0.99
200907143.jpg,9,15,231,37,18,0.99
200907143.jpg,9,104,147,60,29,0.99
200907143.jpg,9,60,113,58,18,0.99
200907143.jpg,9,108,204,57,23,0.99
200907143.jpg,9,29,200,35,17,0.99
200907143.jpg,9,44,92,74,13,0.99
200907143.jpg,9,-13,185,36,16,0.99
200907143.jpg,9,10,178,31,16,0.99
200907151.jpg,9,147,209,192,80,0.99
200907151.jpg,9,95,97,115,50,0.99
200907151.jpg,9,52,66,60,16,0.99
200907151.jpg,9,60,74,60,15,0.99
200907151.jpg,9,161,152,194,81,0.99
200907151.jpg,9,93,122,110,45,0.99
200907151.jpg,9,77,77,58,11,0.99
200907151.jpg,9,95,139,107,43,0.99
200907151.jpg,9,72,89,82,18,0.99
200907151.jpg,9,69,82,74,18,0.99
200907151.jpg,9,51,63,61,13,0.99
200907203.jpg,2,39,206,27,27,0.99
200907203.jpg,3,208,154,45,45,0.99
200907203.jpg,3,158,112,33,17,0.99
200907203.jpg,5,41,204,23,29,0.99
200907203.jpg,5,167,153,24,26,0.99
200907203.jpg,9,0,120,87,107,0.99
20090721.jpg,3,167,140,84,83,0.99
20090721.jpg,5,90,11,200,257,0.99
200907212.jpg,7,302,387,104,90,0.99
200907213.jpg,2,483,88,201,175,0.99
200907213.jpg,3,485,90,201,172,0.99
200907213.jpg,5,390,127,133,125,0.99
200907213.jpg,10,-7,4,293,316,0.99
200907215.jpg,5,89,54,157,175,0.99
20090722.jpg,6,6,55,490,266,0.99
20090722.jpg,6,12,30,460,140,0.99
20090722.jpg,6,210,136,261,145,0.99
200907221.jpg,6,45,172,415,164,0.99
2009072210.jpg,2,313,73,22,21,0.99
2009072210.jpg,2,298,49,44,29,0.99
2009072210.jpg,2,183,84,22,13,0.99
2009072210.jpg,4,136,15,239,226,0.99
2009072210.jpg,5,140,19,236,231,0.99
2009072210.jpg,5,355,52,64,61,0.99
200907226.jpg,1,174,134,79,62,0.99
200907228.jpg,8,40,1,222,106,0.99
200907228.jpg,8,262,-3,184,168,0.99
200907228.jpg,8,25,15,258,176,0.99
200907228.jpg,8,64,24,97,61,0.99
200907228.jpg,9,6,288,93,44,0.99
20090723.jpg,2,162,65,39,35,0.99
20090723.jpg,3,270,106,47,23,0.99
20090723.jpg,5,160,129,69,102,0.99
20090723.jpg,6,304,81,44,22,0.99
20090723.jpg,8,211,51,38,23,0.99
20090723.jpg,8,257,194,145,102,0.99
2009072312.jpg,5,136,-3,128,77,0.99
2009072312.jpg,5,128,65,118,135,0.99
2009072312.jpg,6,270,127,67,53,0.99
2009072312.jpg,6,-1,221,186,80,0.99
2009072312.jpg,6,239,194,32,23,0.99
2009072312.jpg,9,131,79,110,117,0.99
2009072315.jpg,5,21,18,367,284,0.99
200907232.jpg,3,33,179,35,28,0.99
200907232.jpg,5,245,127,35,44,0.99
200907232.jpg,5,30,178,44,28,0.99
200907232.jpg,8,97,185,212,112,0.99
200907233.jpg,3,4,-2,354,148,0.99
200907233.jpg,5,-4,20,385,217,0.99
200907233.jpg,5,-4,1,378,135,0.99
200907234.jpg,3,281,134,40,39,0.99
200907234.jpg,5,30,65,270,236,0.99
200907234.jpg,6,272,134,50,42,0.99
200907239.jpg,5,299,200,23,26,0.99
200907239.jpg,5,346,186,16,21,0.99
200907239.jpg,5,18,191,14,14,0.99
200907239.jpg,5,310,170,26,32,0.99
200907239.jpg,6,224,183,30,30,0.99
20090724.jpg,3,153,60,63,38,0.99
20090724.jpg,5,123,143,118,114,0.99
20090724.jpg,5,69,46,74,52,0.99
20090724.jpg,5,150,61,67,37,0.99
200907241.jpg,8,6,11,206,139,0.99
200907246.jpg,4,61,141,204,118,0.99
200907246.jpg,5,152,210,88,54,0.99
200907247.jpg,3,21,40,407,217,0.99
200907247.jpg,5,43,24,382,242,0.99
200907271.jpg,6,11,29,168,157,0.99
200907271.jpg,9,57,28,296,253,0.99
20090729.jpg,3,125,22,184,174,0.99
20090729.jpg,3,196,1,103,39,0.99
20090729.jpg,3,21,102,97,113,0.99
20090729.jpg,5,52,0,56,48,0.99
20090729.jpg,5,77,25,227,223,0.99
20090729.jpg,5,21,102,97,113,0.99
20090729.jpg,9,198,215,60,45,0.99
20090730.jpg,5,425,109,89,59,0.99
200907301.jpg,2,371,473,115,97,0.99
200907301.jpg,3,206,514,176,87,0.99
200907301.jpg,5,334,298,183,163,0.99
200907301.jpg,5,377,313,136,101,0.99
200907301.jpg,7,204,517,171,82,0.99
200907301.jpg,7,25,435,120,66,0.99
200907301.jpg,7,375,426,111,38,0.99
2009073011.jpg,1,27,30,766,534,0.99
2009073011.jpg,12,39,8,743,569,0.99
2009073012.jpg,3,220,462,155,135,0.99
2009073012.jpg,5,124,23,678,560,0.99
200907305.jpg,5,21,70,797,448,0.99
200907305.jpg,5,84,235,669,360,0.99
200907305.jpg,5,36,44,791,263,0.99
200907306.jpg,5,248,288,545,338,0.99
200907306.jpg,6,-9,187,144,120,0.99
200907306.jpg,9,157,331,115,26,0.99
200908142.jpg,5,72,65,268,239,0.99
20090817.jpg,5,2,56,398,227,0.99
20090817.jpg,8,-4,-5,363,84,0.99
20090818.jpg,4,210,239,285,148,0.99
20090818.jpg,9,-8,341,209,270,0.99
2009081811.jpg,3,-3,71,140,133,0.99
2009081811.jpg,8,88,187,110,78,0.99
2009081811.jpg,8,95,79,179,161,0.99
2009081811.jpg,9,238,148,70,62,0.99
2009081812.jpg,5,134,77,245,223,0.99
2009081812.jpg,6,89,85,276,214,0.99
2009081812.jpg,9,175,50,40,18,0.99
2009081812.jpg,9,50,224,32,15,0.99
2009081812.jpg,9,313,82,38,16,0.99
2009081814.jpg,3,220,187,79,80,0.99
2009081814.jpg,3,159,270,36,28,0.99
2009081814.jpg,5,265,162,128,129,0.99
2009081814.jpg,6,158,268,42,30,0.99
2009081816.jpg,6,5,73,408,225,0.99
200908184.jpg,3,296,220,94,84,0.99
200908184.jpg,3,2,70,39,30,0.99
200908184.jpg,5,267,173,74,68,0.99
200908184.jpg,5,299,221,90,80,0.99
200908184.jpg,5,327,169,45,55,0.99
200908184.jpg,6,247,241,29,31,0.99
200908184.jpg,7,154,243,57,56,0.99
200908186.jpg,3,279,213,43,31,0.99
200908186.jpg,3,16,100,173,122,0.99
200908186.jpg,5,119,33,129,110,0.99
200908186.jpg,5,197,-2,138,67,0.99
200908186.jpg,5,24,80,176,148,0.99
200908186.jpg,5,282,213,37,30,0.99
200908186.jpg,6,283,155,111,92,0.99
200908186.jpg,7,24,101,167,129,0.99
200908188.jpg,3,44,14,224,176,0.99
200908188.jpg,5,38,5,336,275,0.99
200908188.jpg,5,35,0,228,197,0.99
200908188.jpg,5,139,-6,276,231,0.99
200908191.jpg,5,26,147,273,153,0.99
200908191.jpg,6,38,130,34,31,0.99
200908191.jpg,13,27,129,295,176,0.99
2009082611.jpg,5,320,205,122,86,0.99
2009082611.jpg,5,200,215,55,48,0.99
2009082611.jpg,6,317,211,76,71,0.99
2009082612.jpg,8,274,121,357,214,0.99
2009082612.jpg,8,148,26,469,294,0.99
2009082612.jpg,8,31,65,611,369,0.99
2009082612.jpg,8,-7,130,353,196,0.99
2009082612.jpg,8,3,190,533,275,0.99
2009082612.jpg,8,205,208,142,100,0.99
2009082612.jpg,8,78,245,94,60,0.99
200908264.jpg,5,54,417,58,64,0.99
200908266.jpg,4,448,262,57,56,0.99
200908266.jpg,13,125,23,521,416,0.99
200908268.jpg,5,-2,36,601,410,0.99
200908268.jpg,6,-12,346,559,136,0.99
200908271.jpg,4,225,153,60,50,0.99
200908271.jpg,4,229,156,38,35,0.99
200908271.jpg,6,349,235,45,62,0.99
200909011.jpg,2,189,155,53,69,0.99
200909011.jpg,4,243,81,40,40,0.99
200909011.jpg,4,70,152,32,40,0.99
200909011.jpg,5,188,158,55,66,0.99
200909011.jpg,6,291,113,70,45,0.99
200909011.jpg,6,193,154,47,72,0.99
200909011.jpg,6,292,99,99,71,0.99
200909011.jpg,6,265,177,138,121,0.99
200909011.jpg,8,245,78,44,44,0.99
200909012.jpg,5,301,231,49,62,0.99
200909012.jpg,5,323,225,54,49,0.99
200909012.jpg,5,375,224,52,51,0.99
200909012.jpg,5,358,223,50,50,0.99
200909012.jpg,9,87,166,562,308,0.99
200909014.jpg,5,14,33,301,399,0.99
200909014.jpg,6,7,19,231,266,0.99
20090903.jpg,2,335,90,44,20,0.99
20090903.jpg,7,319,37,75,44,0.99
200909102.jpg,3,124,102,127,140,0.99
200909102.jpg,5,210,16,105,140,0.99
200909102.jpg,5,121,109,134,142,0.99
200909102.jpg,7,218,3,55,54,0.99
200909104.jpg,2,263,257,326,301,0.99
200909104.jpg,4,-28,-16,548,461,0.99
200909104.jpg,4,72,2,694,604,0.99
200909104.jpg,5,260,248,295,301,0.99
200909104.jpg,5,110,16,630,598,0.99
200909104.jpg,5,-3,-16,434,603,0.99
200909105.jpg,3,38,48,346,252,0.99
20090915.jpg,6,12,9,404,208,0.99
20090916.jpg,4,149,65,36,31,0.99
20090916.jpg,6,265,192,73,63,0.99
20090916.jpg,6,291,200,38,48,0.99
20090916.jpg,6,264,217,59,34,0.99
20090916.jpg,6,205,159,48,50,0.99
200909211.jpg,5,-17,89,816,483,0.99
20090928.jpg,4,0,59,412,230,0.99
20090928.jpg,8,-3,67,407,218,0.99
20090928.jpg,11,-14,60,425,234,0.99
200909293.jpg,3,13,0,382,296,0.99
200909293.jpg,5,8,3,399,293,0.99
200910061.jpg,6,638,194,120,92,0.99
200910061.jpg,6,682,193,77,75,0.99
200910061.jpg,6,330,192,347,152,0.99
200910061.jpg,6,403,340,296,243,0.99
200910061.jpg,8,418,337,273,245,0.99
200910061.jpg,9,683,428,48,68,0.99
200910061.jpg,9,409,211,121,33,0.99
200910061.jpg,9,400,228,138,34,0.99
200910063.jpg,2,112,28,44,41,0.99
200910063.jpg,5,128,65,58,59,0.99
200910063.jpg,5,204,84,45,45,0.99
200910063.jpg,5,85,52,47,64,0.99
200910063.jpg,5,112,30,47,41,0.99
200910063.jpg,8,269,47,128,78,0.99
200910063.jpg,8,37,13,74,57,0.99
20091007.jpg,4,669,197,117,143,0.99
20091007.jpg,4,680,206,92,88,0.99
20091007.jpg,5,606,135,48,55,0.99
20091007.jpg,6,-9,330,239,265,0.99
20091007.jpg,8,654,261,110,100,0.99
200910162.jpg,1,-14,105,258,187,0.99
200910162.jpg,13,-11,-6,238,209,0.99
200910233.jpg,5,293,171,106,110,0.99
200910238.jpg,5,209,119,44,36,0.99
200910238.jpg,5,155,145,52,64,0.99
200910238.jpg,13,142,33,171,140,0.99
200910238.jpg,13,-3,6,186,265,0.99
20091027.jpg,6,109,224,206,76,0.99
2009102711.jpg,4,228,153,56,50,0.99
200910273.jpg,4,129,0,54,26,0.99
200910273.jpg,5,-10,109,244,196,0.99
200910275.jpg,9,230,512,169,31,0.99
200910275.jpg,9,203,543,169,36,0.99
200910275.jpg,9,245,463,198,34,0.99
200910276.jpg,3,128,306,66,108,0.99
200910276.jpg,5,666,365,128,237,0.99
200910276.jpg,7,689,318,106,135,0.99
200910277.jpg,8,174,138,177,100,0.99
200910277.jpg,11,0,108,801,457,0.99
20091201.jpg,4,98,156,66,45,0.99
20091201.jpg,4,234,144,31,22,0.99
200912011.jpg,4,43,28,44,36,0.99
200912011.jpg,5,47,26,55,49,0.99
200912011.jpg,13,9,175,47,71,0.99
20100105.jpg,4,50,108,94,58,0.99
20100105.jpg,9,153,83,72,38,0.99
20100105.jpg,9,154,106,76,41,0.99
20100105.jpg,9,155,134,69,28,0.99
20100105.jpg,9,159,100,67,32,0.99
20100105.jpg,9,161,144,72,28,0.99
20100105.jpg,9,240,44,70,13,0.99
20100317.jpg,8,133,51,60,37,0.99
20100317.jpg,8,294,54,100,50,0.99
20100317.jpg,9,139,93,130,173,0.99
201003243.jpg,6,107,420,500,166,0.99
201003244.jpg,4,594,384,211,224,0.99
201003244.jpg,4,118,400,80,54,0.99
201003244.jpg,4,473,406,152,158,0.99
201003244.jpg,5,-5,383,117,223,0.99
201003244.jpg,5,594,388,214,212,0.99
201003244.jpg,5,558,255,137,138,0.99
201003244.jpg,6,101,347,61,56,0.99
201003244.jpg,8,476,418,125,146,0.99
201003244.jpg,8,577,396,228,202,0.99
201003244.jpg,8,197,326,81,50,0.99
201003244.jpg,8,477,334,66,69,0.99
201003244.jpg,8,209,353,67,44,0.99
20100329.jpg,6,87,233,57,48,0.99
20100329.jpg,6,126,308,39,41,0.99
20100329.jpg,9,156,300,89,59,0.99
20100330.jpg,9,46,13,352,277,0.99
20100430.jpg,4,9,38,246,123,0.99
20100430.jpg,8,15,36,241,124,0.99
20100505.jpg,5,259,133,128,155,0.99
20100505.jpg,5,45,68,44,53,0.99
20100505.jpg,5,117,87,172,177,0.99
20100505.jpg,5,55,153,76,74,0.99
20100505.jpg,6,246,26,107,57,0.99
201005052.jpg,2,-3,263,66,38,0.99
201005052.jpg,3,-6,263,71,39,0.99
201005052.jpg,5,119,92,115,135,0.99
201005052.jpg,5,213,163,59,77,0.99
201005052.jpg,5,332,65,57,70,0.99
201005052.jpg,5,127,189,66,80,0.99
201005052.jpg,5,-1,-1,113,250,0.99
201005052.jpg,5,236,150,49,21,0.99
201005052.jpg,5,227,153,59,46,0.99
201005052.jpg,8,361,116,44,31,0.99
201005212.jpg,3,172,237,101,61,0.99
201005212.jpg,4,183,76,49,25,0.99
201005212.jpg,6,192,127,62,90,0.99
201005213.jpg,4,284,58,48,49,0.99
201005213.jpg,5,220,145,51,98,0.99
201005216.jpg,3,185,68,86,63,0.99
201005216.jpg,4,267,100,27,31,0.99
201005216.jpg,4,299,93,23,19,0.99
201005216.jpg,4,122,58,29,22,0.99
201005216.jpg,5,162,159,78,78,0.99
201005216.jpg,5,237,121,81,114,0.99
201005216.jpg,5,107,139,67,55,0.99
201005216.jpg,5,109,179,61,59,0.99
201005216.jpg,5,185,66,88,65,0.99
201005216.jpg,5,149,56,14,19,0.99
201005217.jpg,8,-5,6,53,63,0.99
201005217.jpg,8,179,2,213,68,0.99
201005218.jpg,5,282,201,16,19,0.99
201005218.jpg,6,23,167,372,142,0.99
201006233.jpg,6,137,141,67,33,0.99
201006233.jpg,9,192,105,106,56,0.99
201006233.jpg,9,66,99,104,78,0.99
201006233.jpg,9,150,160,72,35,0.99
201006233.jpg,9,280,135,52,51,0.99
201006233.jpg,9,198,138,99,46,0.99
201006233.jpg,9,59,110,67,64,0.99
201006234.jpg,5,80,120,236,146,0.99
201006234.jpg,6,81,129,232,129,0.99
201006235.jpg,5,108,114,137,147,0.99
201006236.jpg,4,36,85,56,31,0.99
201006236.jpg,5,108,69,194,208,0.99
201006236.jpg,9,306,273,58,14,0.99
201006236.jpg,9,287,228,51,12,0.99
201006236.jpg,9,22,147,64,24,0.99
201006236.jpg,9,103,68,63,15,0.99
201006238.jpg,5,178,73,45,41,0.99
201006238.jpg,6,349,185,50,57,0.99
201006238.jpg,9,213,152,46,40,0.99
201006238.jpg,9,98,121,72,75,0.99
201006238.jpg,9,178,159,52,34,0.99
201006238.jpg,9,192,157,59,40,0.99
20100705.jpg,5,-2,-2,106,86,0.99
20100705.jpg,8,28,62,350,202,0.99
20100715.jpg,3,-1,190,60,71,0.99
20100715.jpg,3,46,34,45,31,0.99
20100715.jpg,5,299,22,39,30,0.99
20100715.jpg,5,3,1,54,28,0.99
20100715.jpg,5,85,19,62,42,0.99
20100715.jpg,5,82,2,45,19,0.99
20100715.jpg,6,40,12,48,50,0.99
20100715.jpg,6,43,17,35,33,0.99
20100720.jpg,5,43,-1,311,293,0.99
20100720.jpg,13,34,9,324,269,0.99
201007201.jpg,13,148,71,101,124,0.99
201007202.jpg,5,166,24,197,163,0.99
201007202.jpg,13,98,5,245,185,0.99
201007206.jpg,4,121,35,193,218,0.99
201007206.jpg,5,235,-1,122,148,0.99
201007206.jpg,5,165,-2,110,60,0.99
201007206.jpg,5,123,25,199,232,0.99
20100721.jpg,4,70,73,34,19,0.99
20100721.jpg,4,290,0,42,42,0.99
20100721.jpg,5,286,3,48,45,0.99
201007211.jpg,3,204,72,21,20,0.99
201007211.jpg,5,196,192,22,36,0.99
201007211.jpg,5,175,223,64,71,0.99
201007221.jpg,5,105,18,444,403,0.99
201007221.jpg,13,74,23,489,397,0.99
201007222.jpg,4,200,158,207,145,0.99
201007222.jpg,5,198,155,217,149,0.99
201007222.jpg,6,391,200,243,194,0.99
201007222.jpg,9,67,195,58,67,0.99
201007224.jpg,3,357,262,100,122,0.99
201007224.jpg,5,357,262,100,122,0.99
201007224.jpg,7,558,389,78,77,0.99
201007224.jpg,7,359,295,97,91,0.99
201007226.jpg,6,215,55,114,172,0.99
201007226.jpg,6,231,128,88,108,0.99
20100729.jpg,5,198,217,28,56,0.99
20100729.jpg,6,166,126,56,86,0.99
20100803.jpg,1,127,134,128,91,0.99
20100803.jpg,3,274,140,49,28,0.99
20100803.jpg,4,88,97,66,56,0.99
20100803.jpg,4,126,134,132,91,0.99
20100803.jpg,4,252,140,74,54,0.99
20100803.jpg,5,96,161,32,67,0.99
20100803.jpg,6,3,214,111,87,0.99
20100803.jpg,6,226,203,147,94,0.99
20100803.jpg,6,10,215,66,51,0.99
20100803.jpg,6,142,244,120,63,0.99
20100803.jpg,12,123,136,137,89,0.99
20100803.jpg,13,0,85,106,170,0.99
201008032.jpg,6,237,251,69,48,0.99
201008034.jpg,13,103,108,280,201,0.99
201008036.jpg,4,59,23,342,276,0.99
201008036.jpg,8,54,21,334,269,0.99
201008037.jpg,5,219,3,138,109,0.99
2010080410.jpg,3,156,193,69,53,0.99
2010080412.jpg,3,159,130,80,51,0.99
2010080412.jpg,5,158,128,79,56,0.99
2010080414.jpg,3,248,206,49,27,0.99
2010080414.jpg,5,230,193,28,42,0.99
2010080414.jpg,5,251,202,48,38,0.99
2010080414.jpg,6,276,220,35,44,0.99
201008044.jpg,2,-1,235,53,64,0.99
201008044.jpg,3,26,0,194,112,0.99
201008044.jpg,5,-1,235,53,64,0.99
201008044.jpg,10,6,0,245,190,0.99
201008044.jpg,11,33,22,306,222,0.99
201008044.jpg,12,35,10,282,253,0.99
201008044.jpg,13,33,22,306,222,0.99
201008045.jpg,7,91,106,180,122,0.99
201008045.jpg,8,36,15,234,125,0.99
201008045.jpg,10,49,10,223,216,0.99
201008045.jpg,11,43,0,231,214,0.99
201008045.jpg,11,49,105,228,119,0.99
201008049.jpg,3,0,47,381,252,0.99
201008049.jpg,5,6,37,384,261,0.99
201008049.jpg,7,-2,34,390,269,0.99
20100805.jpg,9,195,-4,121,30,0.99
20100805.jpg,9,184,6,150,29,0.99
201008051.jpg,3,12,296,54,77,0.99
201008051.jpg,3,452,271,58,75,0.99
201008051.jpg,4,525,445,64,28,0.99
201008051.jpg,5,377,379,81,96,0.99
201008051.jpg,5,508,272,58,80,0.99
201008051.jpg,5,82,275,58,76,0.99
201008051.jpg,5,250,278,61,83,0.99
201008051.jpg,5,300,350,79,113,0.99
201008051.jpg,5,455,272,58,78,0.99
201008051.jpg,5,207,266,57,85,0.99
201008051.jpg,5,247,336,57,50,0.99
201008051.jpg,5,314,218,58,82,0.99
201008051.jpg,5,383,213,70,121,0.99
201008051.jpg,5,0,378,54,46,0.99
201008051.jpg,5,396,258,60,88,0.99
201008051.jpg,5,339,371,73,97,0.99
201008051.jpg,7,384,182,71,26,0.99
201008051.jpg,8,519,448,59,26,0.99
201008051.jpg,8,522,148,56,34,0.99
201008051.jpg,9,377,35,80,27,0.99
201008056.jpg,4,552,225,212,161,0.99
201008056.jpg,5,373,358,116,175,0.99
20100810.jpg,5,-2,56,29,52,0.99
20100810.jpg,5,185,25,37,43,0.99
201008101.jpg,1,56,13,604,525,0.99
201008101.jpg,3,271,476,57,45,0.99
201008101.jpg,8,183,51,450,446,0.99
201008101.jpg,11,75,10,583,539,0.99
2010081013.jpg,8,61,-18,309,314,0.99
2010081013.jpg,11,62,-19,314,309,0.99
2010081016.jpg,5,256,327,60,65,0.99
2010081016.jpg,5,349,158,91,147,0.99
2010081016.jpg,5,561,181,77,111,0.99
2010081016.jpg,5,-1,0,176,237,0.99
2010081016.jpg,6,2,-2,176,223,0.99
2010081016.jpg,9,272,259,68,35,0.99
2010081016.jpg,9,271,278,72,35,0.99
2010081016.jpg,9,240,266,82,63,0.99
2010081016.jpg,9,249,291,83,38,0.99
2010081023.jpg,1,26,180,87,85,0.99
2010081023.jpg,6,286,301,75,133,0.99
2010081023.jpg,6,591,267,42,43,0.99
2010081023.jpg,6,62,60,489,152,0.99
2010081023.jpg,6,298,292,55,89,0.99
2010081023.jpg,6,458,164,120,52,0.99
2010081023.jpg,6,364,271,52,57,0.99
2010081029.jpg,4,155,269,63,55,0.99
2010081030.jpg,6,182,167,112,102,0.99
201008106.jpg,3,9,260,58,41,0.99
201008106.jpg,3,159,183,75,56,0.99
201008106.jpg,5,158,186,74,55,0.99
201008106.jpg,6,201,116,75,88,0.99
201008106.jpg,6,103,119,154,86,0.99
201008106.jpg,6,22,120,169,92,0.99
20100811.jpg,3,170,0,142,86,0.99
